id,created_at,favorite_count,retweet_count,text
1224154674804084736,2020-02-03 02:16:32,122992,14305,"I just took a DNA test, turns out I’m 100% @lizzo’s biggest fan. #SBLIV https://t.co/RhOduXk8Qd"
1222572705066536961,2020-01-29 17:30:21,22256,2866,"Hey, Alexa — show everyone our upcoming Super Bowl ad. Thanks @TheEllenShow and @PortiaDeRossi! https://t.co/U8Qua3dhwg"
1220059386694922240,2020-01-22 19:03:20,36684,5386,#Jamal https://t.co/8ej1rUBXVb
1219093283265138688,2020-01-20 03:04:23,76127,10024,"Hey, India. We’re rolling out our new fleet of electric delivery rickshaws. Fully electric. Zero carbon. #ClimatePledge https://t.co/qFXdZOsY4y"
1218864092825432064,2020-01-19 11:53:39,28745,2599,Proud of the program we have in India to hire and train deaf associates at our delivery stations. Managers learn basic sign language to be able to communicate. Meeting this group was a moving experience for me. https://t.co/gGm0dvCjkX
1218440995731316736,2020-01-18 07:52:25,27868,2559,"Amazon partners with thousands of kirana stores all over India as delivery points. It’s good for customers, and it helps the shop owners earn additional income. Got to visit one in Mumbai. Thank you, Amol, for letting me deliver a package. #MSME https://t.co/VpoHUoJOIH"
1218137485672251394,2020-01-17 11:46:23,33491,5167,Lots of fun on stage with @iamsrk and Zoya Akhtar. https://t.co/wdZ2tEsySX
1217751342162173952,2020-01-16 10:11:59,13573,774,Grabbing a quick selfie with @AmitAgarwal at India’s small business summit. Everyone squeeze in a little tighter! #amazonsmbhav https://t.co/IvsciKDyiu
1217449121981718531,2020-01-15 14:11:04,20203,3601,Dynamism. Energy. Democracy. #IndianCentury https://t.co/U6cKJO60Rz
1217100229993881600,2020-01-14 15:04:42,60375,8507,"Just landed in India and spent a beautiful afternoon paying my respects to someone who truly changed the world. “Live as if you were to die tomorrow. Learn as if you were to live forever."" - Mahatma Gandhi. https://t.co/xDXAT9cBgf"
1207074776289697794,2019-12-17 23:07:07,5863,516,Toured @LeeMontessori in Washington D.C. with a team from Day 1 Academies. It was great to meet these kids — they’re energetic and energizing. Lee is doing an amazing job unleashing their love of learning. https://t.co/1eLIFcPeGD
1204964350936731649,2019-12-12 03:21:03,11661,1428,Picture perfect flight @BlueOrigin. And this vehicle has now flown to space &amp; back six times making this a new milestone. We carried 23 payloads today including thousands of postcards from kids all over the world for @ClubforFuture. Keep them coming kids &amp; we’ll keep flying them! https://t.co/ZrjaknJh1t
1197997251139784704,2019-11-22 21:56:17,9478,1123,"Nice! Amazon ranked #1 best managed company. Definitely the result of strong teamwork from people who care deeply and passionately about customers, their fellow employees, and the environment. Huge thank you and kudos to all Amazonians. https://t.co/ykH65fQ0pG"
1197519998161281024,2019-11-21 14:19:51,3520,448,"Excited to announce this year's Bezos Day One grants. Thank you to these 32 organizations in 23 states working to end homelessness. I recently spent time with the amazing team at Community of Hope in Washington, D.C. – one of last year’s grantees. https://t.co/Lfy5LUWT99 https://t.co/L0JeDUrjAY"
1193891803721687040,2019-11-11 14:02:42,6698,514,"Congrats to David &amp; all the veterans graduating from the Amazon Apprenticeship program who are now in technical careers! They join the more than 21,000 veterans and military spouses working at Amazon. Huge thank you to them and all who’ve served. #VeteransDay #AmazonWarriors https://t.co/Fx6q9KJEkw"
1186752897083760641,2019-10-22 21:15:14,8948,1447,"It’s time to go back to the Moon, this time to stay. @LockheedMartin @northropgrumman @DraperLab @blueorigin #gradatimferociter https://t.co/SMEUdriJhh"
1186367004371906560,2019-10-21 19:41:50,11365,1327,"Dropped in on an #AmazonFutureEngineer class at Dunbar H.S. in D.C. today. We’re committed to bringing more resources to kids from underserved communities, and I’m proud to say we’re now funding computer science in more than 2,000 high schools across the U.S. #NextGeneration https://t.co/HrFdIfrSDf"
1176489837517344769,2019-09-24 13:33:30,4444,403,"Thank you to our customers who donated relief items for a second Amazon Air plane of humanitarian aid. Together, more than 400,000 Amazon-donated &amp; customer-donated items have been provided to those affected by #HurricaneDorian in the Bahamas &amp; the US. https://t.co/NAcnQs4mx9 https://t.co/01jh0Y5bZr"
1176310291300093952,2019-09-24 01:40:02,3703,244,"A record year of #Emmy wins for @PrimeVideo - fantastic work. Huge congrats to the winners and teams behind @Fleabag, @MaiselTV, and A Very English Scandal! https://t.co/KS2NLZpY88"
1175854166066913280,2019-09-22 19:27:34,2917,209,"Good luck to @RachelBros, Phoebe Waller-Bridge, the @MaiselTV and @Fleabag teams, and all @PrimeVideo shows up for #Emmys tonight! https://t.co/mTTj82hfeK"
